,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target_00,target_01
9016,8.206,12.346666656,50993675.0,51.45791666666666,155.02826666666667,437966.0,437966.0,1186.1779999999999,561.15,1000.776,359400.0,99800.0,1849299.9999999998,104200.0,0.59681,1.182,0.988,0.988
9017,9.3,13.889999988,72767359.0,59.34,162.42646666666667,644951.0,644951.0,1334.4969999999998,561.15,1046.6779999999999,453000.0,99800.0,2270500.0,105100.0,0.88214,1.746,0.988,0.988
9018,1.138,1.543333332,1219193.0,22.745316666666668,110.69863333333332,8287.0,8287.0,742.217,561.15,819.8059999999999,113500.0,99800.0,609000.0,101899.99999999999,0.028239999999999998,0.095,0.988,0.989
9019,2.088,3.086666664,6387579.0,23.148333333333333,113.12335,30516.0,30516.0,859.51,561.15,842.953,132100.0,99800.0,711500.0,102000.0,0.012150000000000001,0.236,0.988,0.989
9020,3.144,4.6299999960000005,8375983.0,23.11231666666667,117.69658333333334,60322.0,60322.0,850.625,561.15,850.454,139100.0,99800.0,748900.0,102000.0,0.11976,0.237,0.988,0.989
9021,4.161,6.173333328,14719271.0,25.790866666666666,128.90571666666665,113748.0,113748.0,904.885,561.15,876.486,166200.0,99800.0,891600.0,102299.99999999999,0.16821000000000003,0.333,0.988,0.989
9022,5.14,7.71666666,21626796.000000004,32.0721,141.18725,175268.0,175268.0,971.019,561.15,906.8679999999999,208700.00000000003,99800.0,1109500.0,102699.99999999999,0.24681999999999998,0.489,0.988,0.989
9023,6.175,9.259999992000001,29762125.0,38.44598333333333,146.68798333333334,245938.0,245938.0,1038.149,561.15,937.158,251100.0,99800.0,1323100.0,103099.99999999999,0.33749,0.668,0.988,0.989
9024,7.148,10.803333324,39000779.0,44.6342,152.01668333333333,332289.0,332289.0,1088.063,561.15,958.919,298100.0,99800.0,1556500.0,103600.0,0.43392000000000003,0.859,0.988,0.989
9025,8.206,12.346666656,50993600.0,51.45793333333334,155.03526666666667,438037.0,438037.0,1185.134,561.15,1000.61,359300.0,99800.0,1847200.0000000002,104200.0,0.59584,1.18,0.988,0.989
9026,9.3,13.889999988,72768955.0,59.33988333333333,162.44126666666668,644743.0,644743.0,1333.6370000000002,561.15,1046.5259999999998,452799.99999999994,99800.0,2267800.0,105100.0,0.8811,1.744,0.988,0.989
9027,1.138,1.543333332,1512787.0,23.014633333333332,110.92088333333332,9217.0,9217.0,748.577,561.15,821.386,114900.0,99800.0,615500.0,101899.99999999999,0.01636,0.101,0.988,0.99
9028,2.088,3.086666664,6530606.0,23.123316666666664,113.14871666666666,30238.0,30238.0,863.025,561.15,843.2819999999999,132400.0,99800.0,713100.0,102000.0,0.02228,0.241,0.988,0.99
9029,3.144,4.6299999960000005,8376034.0,23.112333333333332,117.73855,60321.0,60321.0,849.84,561.15,850.31,139100.0,99800.0,748200.0,102000.0,0.11943,0.236,0.988,0.99
9030,4.161,6.173333328,14719416.000000002,25.790883333333333,128.93841666666668,113751.0,113751.0,904.029,561.15,876.328,166200.0,99800.0,890700.0,102299.99999999999,0.16779,0.332,0.988,0.99
9031,5.14,7.71666666,21627026.0,32.072116666666666,141.20218333333332,175231.0,175231.0,970.0749999999999,561.15,906.691,208599.99999999997,99800.0,1108300.0,102699.99999999999,0.24627,0.487,0.988,0.99
9032,6.175,9.259999992000001,29762161.0,38.44595,146.70483333333334,245966.0,245966.0,1037.07,561.15,936.939,250999.99999999997,99800.0,1321800.0,103099.99999999999,0.33677,0.667,0.988,0.99
9033,7.148,10.803333324,39000214.0,44.634249999999994,152.02503333333334,332411.0,332411.0,1087.06,561.15,958.75,298000.0,99800.0,1554800.0,103600.0,0.43311,0.858,0.988,0.99
9034,8.206,12.346666656,50993590.0,51.457883333333335,155.04226666666668,437948.0,437948.0,1184.095,561.15,1000.4449999999999,359200.0,99800.0,1845200.0000000002,104200.0,0.59487,1.178,0.988,0.99
9035,9.3,13.889999988,72768946.0,59.34003333333333,162.45565,644895.0,644895.0,1332.7710000000002,561.15,1046.373,452700.0,99800.0,2265200.0,105100.0,0.88005,1.742,0.988,0.99
9036,1.138,1.543333332,1802139.0,23.192216666666663,111.08211666666666,9839.0,9839.0,755.429,561.15,822.847,116100.0,99800.0,621500.0,101899.99999999999,0.00788,0.109,0.988,0.991
9037,2.088,3.086666664,6537316.0,23.119466666666664,113.18838333333333,30195.0,30195.0,862.435,561.15,843.149,132400.0,99800.0,712500.0,102000.0,0.02401,0.241,0.988,0.991
9038,3.144,4.6299999960000005,8376219.999999999,23.112333333333332,117.78068333333334,60316.0,60316.0,849.058,561.15,850.167,139100.0,99800.0,747500.0,102099.99999999999,0.1191,0.236,0.988,0.991
9039,4.161,6.173333328,14719435.0,25.790899999999997,128.97098333333332,113754.0,113754.0,903.174,561.15,876.17,166200.0,99800.0,889899.9999999999,102299.99999999999,0.16737,0.331,0.988,0.991
9040,5.14,7.71666666,21627117.000000004,32.07215,141.21703333333335,175225.0,175225.0,969.131,561.15,906.513,208599.99999999997,99800.0,1107200.0,102699.99999999999,0.24572,0.486,0.988,0.991
9041,6.175,9.259999992000001,29762244.0,38.44586666666667,146.7218,245935.0,245935.0,1035.995,561.15,936.721,250999.99999999997,99800.0,1320400.0,103099.99999999999,0.33606,0.665,0.988,0.991
9042,7.148,10.803333324,38999734.0,44.63426666666667,152.0334,332318.0,332318.0,1086.061,561.15,958.583,298000.0,99800.0,1553100.0,103600.0,0.43231,0.856,0.988,0.991
9043,8.206,12.346666656,50993535.99999999,51.45785,155.04925,437989.0,437989.0,1183.058,561.15,1000.281,359100.0,99800.0,1843100.0,104200.0,0.5939,1.176,0.988,0.991
9044,9.3,13.889999988,72770487.00000001,59.33991666666667,162.47026666666667,644798.0,644798.0,1331.915,561.15,1046.223,452600.0,99800.0,2262500.0,105100.0,0.87901,1.74,0.988,0.991
9045,1.138,1.543333332,2605261.0,23.434633333333334,111.29631666666667,10713.0,10713.0,778.094,561.15,827.038,119400.0,99800.0,639200.0,101899.99999999999,0.0,0.134,0.988,0.992
9046,2.088,3.086666664,6755867.0,23.062466666666666,113.19403333333332,29558.0,29558.0,868.5269999999999,561.15,843.702,133000.0,99800.0,715200.0,102000.0,0.04469,0.251,0.988,0.992
9047,3.144,4.6299999960000005,8376332.0,23.11235,117.82275,60322.0,60322.0,848.2769999999999,561.15,850.024,139100.0,99800.0,746800.0,102099.99999999999,0.11877000000000001,0.235,0.988,0.992
9048,4.161,6.173333328,14719546.0,25.790899999999997,129.00371666666666,113753.0,113753.0,902.322,561.15,876.012,166200.0,99800.0,889000.0,102299.99999999999,0.16696000000000003,0.33,0.988,0.992
9049,5.14,7.71666666,21627285.0,32.07218333333333,141.23194999999998,175225.0,175225.0,968.191,561.15,906.336,208599.99999999997,99800.0,1106100.0,102699.99999999999,0.24517,0.485,0.988,0.992
9050,6.175,9.259999992000001,29762397.0,38.44596666666666,146.73896666666667,245939.0,245939.0,1034.924,561.15,936.504,250999.99999999997,99800.0,1319100.0,103099.99999999999,0.33535,0.664,0.988,0.992
9051,7.148,10.803333324,38999129.0,44.634350000000005,152.04174999999998,332268.0,332268.0,1085.063,561.15,958.415,297900.0,99800.0,1551400.0,103600.0,0.43151000000000006,0.854,0.988,0.992
9052,8.206,12.346666656,50993432.0,51.457883333333335,155.05621666666667,438010.0,438010.0,1182.025,561.15,1000.1179999999999,359100.0,99800.0,1841100.0000000002,104200.0,0.59293,1.174,0.988,0.992
9053,9.3,13.889999988,72770613.0,59.340066666666665,162.48453333333333,645092.0,645092.0,1331.0549999999998,561.15,1046.0729999999999,452500.00000000006,99800.0,2259800.0,105100.0,0.87797,1.738,0.988,0.992
9054,1.138,1.543333332,4130691.0,23.512416666666663,111.40758333333333,11018.0,11018.0,821.851,561.15,833.824,124800.0,99800.0,668800.0,101899.99999999999,0.0,0.187,0.988,0.993
9055,2.088,3.086666664,6717891.0,23.068499999999997,113.23808333333334,29628.0,29628.0,866.601,561.15,843.4019999999999,132800.0,99800.0,713700.0,102000.0,0.04478,0.248,0.988,0.993
9056,3.144,4.6299999960000005,8376374.0,23.112366666666667,117.86475,60327.0,60327.0,847.497,561.15,849.88,139100.0,99800.0,746100.0,102099.99999999999,0.11843000000000001,0.234,0.988,0.993
9057,4.161,6.173333328,14719645.0,25.790916666666664,129.03645,113757.0,113757.0,901.472,561.15,875.855,166200.0,99800.0,888100.0,102299.99999999999,0.16654,0.33,0.988,0.993
9058,5.14,7.71666666,21627539.0,32.0722,141.2469,175256.0,175256.0,967.254,561.15,906.16,208500.0,99800.0,1105000.0,102699.99999999999,0.24462,0.484,0.988,0.993
9059,6.175,9.259999992000001,29762666.0,38.446133333333336,146.75623333333334,245955.0,245955.0,1033.857,561.15,936.288,250900.0,99800.0,1317800.0,103099.99999999999,0.33464,0.663,0.988,0.993
9060,7.148,10.803333324,38998641.0,44.63438333333333,152.0501,332312.0,332312.0,1084.069,561.15,958.249,297800.0,99800.0,1549800.0,103600.0,0.43072000000000005,0.853,0.988,0.993
9061,8.206,12.346666656,50993404.0,51.45785,155.0631833333333,438110.0,438110.0,1180.995,561.15,999.9549999999999,359000.0,99800.0,1839000.0,104200.0,0.59197,1.172,0.988,0.993
9062,9.3,13.889999988,72772547.0,59.33991666666667,162.49908333333332,644789.0,644789.0,1330.2060000000001,561.15,1045.925,452400.0,99800.0,2257100.0,105100.0,0.87694,1.736,0.988,0.993
9063,1.138,1.543333332,6559985.0,23.028666666666666,111.16053333333332,9300.0,9300.0,891.5989999999999,561.15,842.374,131700.0,99800.0,708400.0,101899.99999999999,0.01574,0.274,0.988,0.994
9064,2.088,3.086666664,6859536.0,23.00358333333333,113.23916666666668,28906.0,28906.0,870.689,561.15,843.67,133100.0,99800.0,715000.0,102000.0,0.06787,0.256,0.988,0.994
9065,3.144,4.6299999960000005,8376465.0,23.112366666666667,117.9068,60316.0,60316.0,846.7189999999999,561.15,849.737,139100.0,99800.0,745300.0,102099.99999999999,0.11810000000000001,0.234,0.988,0.994
9066,4.161,6.173333328,14719620.0,25.790916666666664,129.06905,113755.0,113755.0,900.624,561.15,875.698,166100.0,99800.0,887200.0,102299.99999999999,0.16612,0.329,0.988,0.994
9067,5.14,7.71666666,21627616.0,32.07223333333334,141.26176666666666,175230.0,175230.0,966.317,561.15,905.9839999999999,208500.0,99800.0,1103900.0,102699.99999999999,0.24407,0.483,0.988,0.994
9068,6.175,9.259999992000001,29763054.0,38.44643333333333,146.77358333333333,245934.0,245934.0,1032.7930000000001,561.15,936.073,250900.0,99800.0,1316400.0,103099.99999999999,0.33394,0.661,0.988,0.994
9069,7.148,10.803333324,38998208.0,44.6344,152.05845,332285.0,332285.0,1083.077,561.15,958.082,297800.0,99800.0,1548100.0,103600.0,0.42993000000000003,0.851,0.988,0.994
9070,8.206,12.346666656,50993402.0,51.45778333333333,155.07013333333333,438092.0,438092.0,1179.9679999999998,561.15,999.793,358900.0,99800.0,1837000.0,104200.0,0.59101,1.17,0.988,0.994
9071,9.3,13.889999988,72772889.00000001,59.33996666666667,162.51321666666666,644905.0,644905.0,1329.351,561.15,1045.7759999999998,452299.99999999994,99800.0,2254500.0,105100.0,0.8759,1.734,0.988,0.994
9072,1.138,1.543333332,4875812.0,22.023516666666666,110.53046666666667,5885.0,5885.0,864.185,561.15,835.047,125200.0,99800.0,674100.0,101899.99999999999,0.29431999999999997,0.259,0.988,0.995
9073,2.088,3.086666664,6891509.0,22.979316666666666,113.26544999999999,28631.0,28631.0,871.131,561.15,843.6129999999999,133200.0,99800.0,714700.0,102000.0,0.07414,0.257,0.988,0.995
9074,3.144,4.6299999960000005,8376608.0,23.112383333333334,117.94893333333333,60329.0,60329.0,845.943,561.15,849.5939999999999,139100.0,99800.0,744600.0,102099.99999999999,0.11777,0.233,0.988,0.995
9075,4.161,6.173333328,14719774.0,25.79093333333333,129.10193333333333,113746.0,113746.0,899.778,561.15,875.5409999999999,166100.0,99800.0,886300.0,102299.99999999999,0.16571000000000002,0.328,0.988,0.995
9076,5.14,7.71666666,21627876.0,32.07225,141.27671666666666,175281.0,175281.0,965.385,561.15,905.808,208500.0,99800.0,1102800.0,102699.99999999999,0.24353000000000002,0.482,0.988,0.995
9077,6.175,9.259999992000001,29763642.000000004,38.446850000000005,146.79108333333335,245984.0,245984.0,1031.734,561.15,935.8589999999999,250900.0,99800.0,1315100.0,103099.99999999999,0.33323,0.66,0.988,0.995
9078,7.148,10.803333324,38997681.00000001,44.63445,152.06678333333332,332373.0,332373.0,1082.088,561.15,957.9159999999999,297700.0,99800.0,1546400.0,103600.0,0.42912999999999996,0.85,0.988,0.995
9079,8.206,12.346666656,50993302.0,51.4578,155.07706666666667,437952.0,437952.0,1178.944,561.15,999.631,358800.0,99800.0,1835000.0000000002,104200.0,0.5900500000000001,1.168,0.988,0.995
9080,9.3,13.889999988,72773844.0,59.33998333333333,162.52741666666668,644793.0,644793.0,1328.5030000000002,561.15,1045.629,452100.0,99800.0,2251800.0,105100.0,0.8748699999999999,1.732,0.988,0.995
9081,1.138,1.543333332,829334.0,22.163883333333334,110.57786666666665,6314.0,6314.0,739.358,561.15,816.665,111600.00000000001,99800.0,596400.0,101899.99999999999,0.18258,0.105,0.988,0.996
9082,2.088,3.086666664,6948633.0,22.897333333333332,113.25573333333334,27728.0,27728.0,873.247,561.15,843.549,133200.0,99800.0,714400.0,102000.0,0.10175000000000001,0.262,0.988,0.996
9083,3.144,4.6299999960000005,8376696.0,23.112383333333334,117.991,60331.0,60331.0,845.168,561.15,849.451,139100.0,99800.0,743900.0,102099.99999999999,0.11744,0.232,0.988,0.996
9084,4.161,6.173333328,14719829.0,25.790950000000002,129.1347,113749.0,113749.0,898.934,561.15,875.385,166100.0,99800.0,885399.9999999999,102299.99999999999,0.16529,0.327,0.988,0.996
9085,5.14,7.71666666,21627949.0,32.07228333333333,141.2916,175229.0,175229.0,964.453,561.15,905.6329999999999,208500.0,99800.0,1101600.0,102699.99999999999,0.24298,0.481,0.988,0.996
9086,6.175,9.259999992000001,29764484.0,38.44738333333333,146.80873333333332,245939.0,245939.0,1030.6779999999999,561.15,935.6469999999999,250800.0,99800.0,1313800.0,103099.99999999999,0.33254,0.658,0.988,0.996
9087,7.148,10.803333324,38997145.0,44.6345,152.07511666666664,332244.0,332244.0,1081.101,561.15,957.751,297700.0,99800.0,1544700.0,103600.0,0.42834000000000005,0.848,0.988,0.996
9088,8.206,12.346666656,50993265.99999999,51.457750000000004,155.08398333333335,438010.0,438010.0,1177.923,561.15,999.471,358700.0,99800.0,1832900.0,104200.0,0.5891,1.166,0.988,0.996
9089,9.3,13.889999988,72774584.0,59.34003333333333,162.54149999999998,645081.0,645081.0,1327.656,561.15,1045.483,451999.99999999994,99800.0,2249200.0,105100.0,0.8738400000000001,1.73,0.988,0.996
9090,1.138,1.543333332,599687.0,22.573500000000003,110.87979999999999,7669.0,7669.0,717.9159999999999,561.15,815.054,110900.0,99800.0,590200.0,101899.99999999999,0.04124,0.069,0.988,0.997
9091,2.088,3.086666664,6940449.0,22.8652,113.27711666666667,27363.0,27363.0,872.7579999999999,561.15,843.336,133100.0,99800.0,713400.0,102000.0,0.11276,0.262,0.988,0.997
9092,3.144,4.6299999960000005,8376841.0,23.112399999999997,118.03314999999999,60334.0,60334.0,844.396,561.15,849.309,139100.0,99800.0,743200.0,102099.99999999999,0.11712,0.232,0.988,0.997
9093,4.161,6.173333328,14719925.0,25.790966666666666,129.16755,113753.0,113753.0,898.093,561.15,875.228,166100.0,99800.0,884500.0000000001,102299.99999999999,0.16488,0.326,0.988,0.997
9094,5.14,7.71666666,21628078.999999996,32.072316666666666,141.30651666666665,175260.0,175260.0,963.525,561.15,905.458,208400.0,99800.0,1100500.0,102699.99999999999,0.24244000000000002,0.48,0.988,0.997
9095,6.175,9.259999992000001,29765673.0,38.44811666666667,146.82665,245948.0,245948.0,1029.627,561.15,935.4359999999999,250800.0,99800.0,1312500.0,103099.99999999999,0.33183999999999997,0.657,0.988,0.997
9096,7.148,10.803333324,38996629.0,44.63455,152.08345,332239.0,332239.0,1080.117,561.15,957.586,297600.0,99800.0,1543100.0,103600.0,0.42755000000000004,0.847,0.988,0.997
9097,8.206,12.346666656,50993200.0,51.457750000000004,155.0909,438047.0,438047.0,1176.906,561.15,999.3109999999999,358700.0,99800.0,1830900.0,104200.0,0.58814,1.164,0.988,0.997
9098,9.3,13.889999988,72775565.0,59.34003333333333,162.55555,645093.0,645093.0,1326.812,561.15,1045.338,451900.0,99800.0,2246500.0,105100.0,0.8728199999999999,1.728,0.988,0.997
9099,1.138,1.543333332,1072202.0,22.916099999999997,111.15844999999999,8842.0,8842.0,729.5709999999999,561.15,817.7139999999999,112999.99999999999,99800.0,600800.0,101899.99999999999,0.0,0.08,0.988,0.998
9100,2.088,3.086666664,6927337.0,22.82265,113.29256666666667,26895.0,26895.0,872.3059999999999,561.15,843.0889999999999,133000.0,99800.0,712200.0,102000.0,0.12542,0.263,0.988,0.998
9101,3.144,4.6299999960000005,8376898.999999999,23.112399999999997,118.07523333333333,60334.0,60334.0,843.624,561.15,849.1659999999999,139000.0,99800.0,742500.0,102099.99999999999,0.11679,0.231,0.988,0.998
9102,4.161,6.173333328,14720108.0,25.790966666666666,129.20055,113748.0,113748.0,897.254,561.15,875.073,166100.0,99800.0,883700.0,102299.99999999999,0.16447,0.326,0.988,0.998
9103,5.14,7.71666666,21628310.0,32.07235,141.32146666666668,175276.0,175276.0,962.5989999999999,561.15,905.283,208400.0,99800.0,1099400.0,102699.99999999999,0.24190000000000003,0.479,0.988,0.998
9104,6.175,9.259999992000001,29767382.0,38.44915,146.84498333333335,245974.0,245974.0,1028.579,561.15,935.227,250800.0,99800.0,1311200.0,103099.99999999999,0.33115,0.656,0.988,0.998
9105,7.148,10.803333324,38996208.0,44.634566666666665,152.09178333333332,332366.0,332366.0,1079.136,561.15,957.4209999999999,297500.0,99800.0,1541400.0,103600.0,0.42676000000000003,0.845,0.988,0.998
9106,8.206,12.346666656,50993117.99999999,51.457750000000004,155.09778333333333,437993.0,437993.0,1175.8919999999998,561.15,999.151,358600.0,99800.0,1828900.0000000002,104200.0,0.58719,1.162,0.988,0.998
9107,9.3,13.889999988,72775979.0,59.34003333333333,162.5694,644873.0,644873.0,1325.9679999999998,561.15,1045.193,451800.0,99800.0,2243900.0,105100.0,0.8717900000000001,1.726,0.988,0.998
9108,1.138,1.543333332,1664303.0,23.2208,111.41351666666667,9924.0,9924.0,745.7239999999999,561.15,821.006,115599.99999999999,99800.0,614100.0,101899.99999999999,0.0,0.099,0.988,0.999
9109,2.088,3.086666664,6880258.0,22.780783333333332,113.30781666666667,26431.0,26431.0,870.9689999999999,561.15,842.731,132700.0,99800.0,710500.0,102000.0,0.13779,0.262,0.988,0.999
9110,3.144,4.6299999960000005,8377019.0,23.112416666666665,118.11736666666667,60335.0,60335.0,842.8539999999999,561.15,849.023,139000.0,99800.0,741800.0,102099.99999999999,0.11646000000000001,0.231,0.988,0.999
9111,4.161,6.173333328,14720101.0,25.790983333333333,129.23331666666667,113752.0,113752.0,896.4159999999999,561.15,874.917,166000.0,99800.0,882799.9999999999,102299.99999999999,0.16405999999999998,0.325,0.988,0.999
9112,5.14,7.71666666,21628548.0,32.07236666666667,141.33643333333333,175241.0,175241.0,961.6759999999999,561.15,905.1089999999999,208400.0,99800.0,1098300.0,102699.99999999999,0.24135,0.478,0.988,0.999
9113,6.175,9.259999992000001,29769792.999999996,38.45036666666667,146.8637,246042.0,246042.0,1027.538,561.15,935.021,250800.0,99800.0,1310000.0,103099.99999999999,0.33046,0.654,0.988,0.999
9114,7.148,10.803333324,38995689.0,44.63461666666667,152.10008333333332,332365.0,332365.0,1078.157,561.15,957.257,297500.0,99800.0,1539800.0,103600.0,0.42598,0.843,0.988,0.999
9115,8.206,12.346666656,50993165.0,51.45766666666667,155.10468333333336,438058.0,438058.0,1174.882,561.15,998.9929999999999,358500.0,99800.0,1826899.9999999998,104200.0,0.58624,1.161,0.988,0.999
9116,9.3,13.889999988,72776337.0,59.340133333333334,162.58318333333332,644792.0,644792.0,1325.1260000000002,561.15,1045.049,451700.00000000006,99800.0,2241200.0,105100.0,0.87076,1.724,0.988,0.999
9117,1.138,1.543333332,2820973.0,23.518283333333333,111.67123333333333,11011.0,11011.0,778.904,561.15,826.944,120200.0,99800.0,638900.0,101899.99999999999,0.0,0.138,0.988,1.0
9118,2.088,3.086666664,6799841.0,22.728633333333335,113.31791666666666,25862.0,25862.0,868.929,561.15,842.239,132400.0,99800.0,708200.0,102000.0,0.15228,0.261,0.988,1.0
9119,3.144,4.6299999960000005,8377195.0,23.112416666666665,118.1596,60338.0,60338.0,842.086,561.15,848.881,139000.0,99800.0,741100.0,102099.99999999999,0.11613,0.23,0.988,1.0
9120,4.161,6.173333328,14720155.0,25.790983333333333,129.2662,113747.0,113747.0,895.5799999999999,561.15,874.762,166000.0,99800.0,881900.0000000001,102299.99999999999,0.16365,0.324,0.988,1.0
9121,5.14,7.71666666,21628460.0,32.07241666666667,141.35126666666665,175277.0,175277.0,960.7529999999999,561.15,904.934,208400.0,99800.0,1097200.0,102699.99999999999,0.24081,0.477,0.988,1.0
9122,6.175,9.259999992000001,29773428.0,38.45218333333333,146.88323333333335,246039.0,246039.0,1026.504,561.15,934.818,250700.0,99800.0,1308700.0,103099.99999999999,0.32978,0.653,0.988,1.0
9123,7.148,10.803333324,38995282.99999999,44.63461666666667,152.10841666666664,332282.0,332282.0,1077.182,561.15,957.093,297400.0,99800.0,1538100.0,103600.0,0.42519,0.842,0.988,1.0
9124,8.206,12.346666656,50993035.99999999,51.45768333333333,155.11155,437969.0,437969.0,1173.874,561.15,998.834,358400.0,99800.0,1824899.9999999998,104200.0,0.5852900000000001,1.159,0.988,1.0
9125,9.3,13.889999988,72777347.00000001,59.34015,162.59703333333334,645063.0,645063.0,1324.29,561.15,1044.906,451600.0,99800.0,2238600.0,105100.0,0.8697499999999999,1.722,0.988,1.0
9126,1.138,1.543333332,2543906.0,22.672066666666666,110.10083333333334,8109.999999999999,8109.999999999999,797.848,561.15,828.428,118500.0,99800.0,645600.0,101899.99999999999,0.11821,0.161,0.989,0.975
9127,2.088,3.086666664,4087141.0,23.179666666666666,112.53566666666667,30807.0,30807.0,805.098,561.15,835.7239999999999,124900.00000000001,99800.0,678600.0,102000.0,0.0,0.162,0.989,0.975
9128,3.144,4.6299999960000005,8374370.000000001,23.112066666666664,117.07316666666667,60300.0,60300.0,861.336,561.15,852.265,139300.0,99800.0,759200.0,102000.0,0.12429000000000001,0.246,0.989,0.975
9129,4.161,6.173333328,14718095.0,25.790716666666665,128.41621666666666,113722.0,113722.0,916.6519999999999,561.15,878.52,166500.0,99800.0,904400.0,102299.99999999999,0.17396999999999999,0.344,0.989,0.975
9130,5.14,7.71666666,21623779.0,32.07175,140.96385,175211.0,175211.0,983.994,561.15,909.1519999999999,209100.00000000003,99800.0,1125600.0,102600.0,0.25442,0.504,0.989,0.975
9131,6.175,9.259999992000001,29760870.0,38.44735,146.43516666666667,245966.0,245966.0,1053.087,561.15,940.06,251600.0,99800.0,1342600.0,103000.0,0.34745,0.688,0.989,0.975
9132,7.148,10.803333324,39010216.0,44.63308333333333,151.89129999999997,332427.0,332427.0,1101.742,561.15,961.024,299000.0,99800.0,1580900.0,103600.0,0.44499000000000005,0.881,0.989,0.975
9133,8.206,12.346666656,50984292.0,51.4521,154.92383333333333,437999.0,437999.0,1199.3519999999999,561.15,1002.674,360400.0,99800.0,1876400.0,104200.0,0.60921,1.206,0.989,0.975
9134,9.3,13.889999988,72755820.0,59.339283333333334,162.20908333333333,644793.0,644793.0,1344.895,561.15,1048.414,454600.0,99800.0,2306700.0,105100.0,0.8952200000000001,1.772,0.989,0.975
9135,1.138,1.543333332,2469852.0,22.64858333333333,110.12403333333333,8026.0,8026.0,795.27,561.15,827.8779999999999,118200.0,99800.0,643300.0,101899.99999999999,0.12489000000000001,0.159,0.989,0.976
9136,2.088,3.086666664,4238156.0,23.20025,112.58988333333333,31047.0,31047.0,808.766,561.15,836.257,125499.99999999999,99800.0,681100.0,102000.0,0.0,0.167,0.989,0.976
9137,3.144,4.6299999960000005,8374499.0,23.112183333333334,117.11514999999999,60303.0,60303.0,860.529,561.15,852.12,139300.0,99800.0,758500.0,102000.0,0.12396000000000001,0.245,0.989,0.976
9138,4.161,6.173333328,14718034.0,25.790733333333332,128.44816666666668,113739.0,113739.0,915.765,561.15,878.357,166500.0,99800.0,903500.0,102299.99999999999,0.17354,0.344,0.989,0.976
9139,5.14,7.71666666,21624186.0,32.07176666666667,140.97876666666667,175232.0,175232.0,983.016,561.15,908.97,209100.00000000003,99800.0,1124500.0,102600.0,0.25386,0.503,0.989,0.976
9140,6.175,9.259999992000001,29761007.999999996,38.44738333333333,146.45204999999999,246018.0,246018.0,1051.963,561.15,939.832,251600.0,99800.0,1341200.0,103000.0,0.34671,0.686,0.989,0.976
9141,7.148,10.803333324,39009592.00000001,44.633183333333335,151.89973333333333,332442.0,332442.0,1100.701,561.15,960.85,298900.0,99800.0,1579100.0,103600.0,0.44417,0.879,0.989,0.976
9142,8.206,12.346666656,50986706.0,51.453250000000004,154.93171666666666,437884.0,437884.0,1198.274,561.15,1002.5029999999999,360300.0,99800.0,1874400.0,104200.0,0.60823,1.204,0.989,0.976
9143,9.3,13.889999988,72756939.0,59.33931666666666,162.22496666666666,644922.0,644922.0,1343.9969999999998,561.15,1048.248,454500.0,99800.0,2303900.0,105100.0,0.8941500000000001,1.77,0.989,0.976
9144,1.138,1.543333332,3391344.0,22.526633333333333,110.10199999999999,7615.0,7615.0,826.634,561.15,831.9259999999999,121300.00000000001,99800.0,660900.0,101899.99999999999,0.17302,0.199,0.989,0.977
9145,2.088,3.086666664,4535721.0,23.228983333333332,112.65041666666666,31376.0,31376.0,816.1,561.15,837.535,126499.99999999999,99800.0,686900.0,102000.0,0.0,0.176,0.989,0.977
9146,3.144,4.6299999960000005,8374633.0,23.112199999999998,117.157,60298.0,60298.0,859.7239999999999,561.15,851.975,139300.0,99800.0,757700.0,102000.0,0.12362000000000001,0.245,0.989,0.977
9147,4.161,6.173333328,14718101.999999998,25.790733333333332,128.48035,113737.0,113737.0,914.881,561.15,878.1949999999999,166500.0,99800.0,902600.0,102299.99999999999,0.17311,0.343,0.989,0.977
9148,5.14,7.71666666,21624224.0,32.071799999999996,140.99351666666666,175213.0,175213.0,982.039,561.15,908.7869999999999,209000.0,99800.0,1123300.0,102600.0,0.25329,0.501,0.989,0.977
9149,6.175,9.259999992000001,29761161.0,38.44738333333333,146.46893333333333,246018.0,246018.0,1050.8429999999998,561.15,939.605,251500.0,99800.0,1339800.0,103000.0,0.34597,0.685,0.989,0.977
9150,7.148,10.803333324,39008878.0,44.63326666666667,151.90813333333332,332412.0,332412.0,1099.6619999999998,561.15,960.675,298900.0,99800.0,1577400.0,103600.0,0.44334000000000007,0.878,0.989,0.977
9151,8.206,12.346666656,50988510.0,51.45415,154.93939999999998,438040.0,438040.0,1197.1979999999999,561.15,1002.332,360300.0,99800.0,1872300.0,104200.0,0.6072500000000001,1.202,0.989,0.977
9152,9.3,13.889999988,72757803.0,59.33945,162.24071666666666,644963.0,644963.0,1343.1019999999999,561.15,1048.0819999999999,454399.99999999994,99800.0,2301200.0,105100.0,0.89307,1.768,0.989,0.977
9153,1.138,1.543333332,4431485.0,22.989033333333335,110.46523333333333,9210.0,9210.0,846.615,561.15,836.481,125299.99999999999,99800.0,681600.0,101899.99999999999,0.05762,0.215,0.989,0.978
